Stimulus,ELP_N_morphs,Crowdsourced_Mean_Morpheme_Count,Crowdsourced_Raw_SD,Crowdsourced_Raw_Median,Crowdsourced_Min,Crowdsourced_Max,Crowdsourced_N,BLUP_Adjusted_Moprheme_Count,BLUP_Adjustment,Transparencey_Measures: ,Signed_Discrepancy_BLUP_minus_ELP,Absolute_Discrepancy,Transparency_Proximity_0_1,Undersegmentation,Oversegmentation,BLUP_Rounded,Item_Rest_Cor,Item_Rest_N
cheekier,3.00,2.50,0.52,2.50,2.00,3.00,12.00,2.51,-0.20,,-0.49,0.49,0.67,0.49,0.00,3.00,-0.14,12.00
clapper,2.00,2.10,0.32,2.00,2.00,3.00,10.00,2.23,-0.48,,0.23,0.23,0.81,0.00,0.23,2.00,-0.09,10.00
foulest,2.00,2.20,0.63,2.00,2.00,4.00,10.00,2.31,-0.40,,0.31,0.31,0.77,0.00,0.31,2.00,-0.26,10.00
oldest,2.00,2.00,0.00,2.00,2.00,2.00,8.00,1.87,-0.83,,-0.13,0.13,0.89,0.13,0.00,2.00,,8.00
soberly,2.00,2.27,0.47,2.00,2.00,3.00,11.00,2.22,-0.48,,0.22,0.22,0.82,0.00,0.22,2.00,0.23,11.00
tamest,2.00,2.00,0.00,2.00,2.00,2.00,9.00,2.06,-0.65,,0.06,0.06,0.94,0.00,0.06,2.00,,9.00
thickens,3.00,2.60,0.52,3.00,2.00,3.00,10.00,2.55,-0.16,,-0.45,0.45,0.69,0.45,0.00,3.00,0.19,10.00
toughen,2.00,2.00,0.00,2.00,2.00,2.00,9.00,2.01,-0.70,,0.01,0.01,0.99,0.00,0.01,2.00,,9.00
vividly,3.00,1.89,0.33,2.00,1.00,2.00,9.00,1.99,-0.71,,-1.01,1.01,0.50,1.01,0.00,2.00,0.50,9.00
aspiration,4.00,2.70,0.67,3.00,2.00,4.00,10.00,2.82,0.11,,-1.18,1.18,0.46,1.18,0.00,3.00,0.46,10.00
coauthors,3.00,3.10,0.32,3.00,3.00,4.00,10.00,3.00,0.30,,0.00,0.00,1.00,0.00,0.00,3.00,0.43,10.00
immunity,2.00,2.30,0.48,2.00,2.00,3.00,10.00,2.34,-0.36,,0.34,0.34,0.74,0.00,0.34,2.00,0.47,10.00
inadvisable,3.00,3.40,0.84,3.00,2.00,5.00,10.00,3.34,0.64,,0.34,0.34,0.74,0.00,0.34,3.00,0.75,10.00
informer,2.00,3.00,0.00,3.00,3.00,3.00,11.00,2.87,0.17,,0.87,0.87,0.53,0.00,0.87,3.00,,11.00
jubilantly,3.00,2.90,0.74,3.00,2.00,4.00,10.00,2.85,0.14,,-0.15,0.15,0.87,0.15,0.00,3.00,0.40,10.00
loftily,3.00,2.42,0.51,2.00,2.00,3.00,12.00,2.50,-0.21,,-0.50,0.50,0.66,0.50,0.00,2.00,0.46,12.00
pragmatist,2.00,2.38,0.74,2.50,1.00,3.00,8.00,2.50,-0.20,,0.50,0.50,0.67,0.00,0.50,3.00,0.58,8.00
processers,4.00,3.27,0.47,3.00,3.00,4.00,11.00,3.05,0.34,,-0.95,0.95,0.51,0.95,0.00,3.00,0.30,11.00
progressive,3.00,2.80,0.42,3.00,2.00,3.00,10.00,2.85,0.15,,-0.15,0.15,0.87,0.15,0.00,3.00,0.59,10.00
reelection,3.00,3.00,0.45,3.00,2.00,4.00,11.00,2.85,0.15,,-0.15,0.15,0.87,0.15,0.00,3.00,0.76,11.00
reflexive,3.00,2.60,0.52,3.00,2.00,3.00,10.00,2.64,-0.06,,-0.36,0.36,0.74,0.36,0.00,3.00,0.75,10.00
refrozen,2.00,2.73,0.47,3.00,2.00,3.00,11.00,2.70,-0.01,,0.70,0.70,0.59,0.00,0.70,3.00,0.64,11.00
retelling,3.00,2.78,0.44,3.00,2.00,3.00,9.00,2.86,0.15,,-0.14,0.14,0.87,0.14,0.00,3.00,0.91,9.00
semicolons,3.00,3.00,0.00,3.00,3.00,3.00,10.00,3.01,0.31,,0.01,0.01,0.99,0.00,0.01,3.00,,10.00
terrorises,4.00,3.10,0.74,3.00,2.00,4.00,10.00,2.93,0.22,,-1.07,1.07,0.48,1.07,0.00,3.00,0.90,10.00
tranquillized,3.00,3.09,0.54,3.00,2.00,4.00,11.00,3.07,0.36,,0.07,0.07,0.94,0.00,0.07,3.00,0.65,11.00
circulates,3.00,3.09,0.83,3.00,2.00,4.00,11.00,3.10,0.39,,0.10,0.10,0.91,0.00,0.10,3.00,0.74,11.00
directionally,4.00,3.38,1.06,3.50,2.00,5.00,8.00,3.45,0.75,,-0.55,0.55,0.65,0.55,0.00,3.00,0.67,8.00
impenetrable,3.00,3.45,0.82,3.00,2.00,5.00,11.00,3.30,0.60,,0.30,0.30,0.77,0.00,0.30,3.00,0.73,11.00
incommunicative,5.00,3.89,1.05,4.00,3.00,6.00,9.00,3.66,0.96,,-1.34,1.34,0.43,1.34,0.00,4.00,0.85,9.00
modernisms,3.00,3.25,0.87,3.00,2.00,5.00,12.00,3.18,0.47,,0.18,0.18,0.85,0.00,0.18,3.00,0.90,12.00
notifications,4.00,3.56,0.88,4.00,2.00,5.00,9.00,3.52,0.81,,-0.48,0.48,0.67,0.48,0.00,4.00,0.92,9.00
protectionism,3.00,3.78,0.67,4.00,3.00,5.00,9.00,3.55,0.84,,0.55,0.55,0.65,0.00,0.55,4.00,0.86,9.00
unconsidered,3.00,3.67,0.87,4.00,2.00,5.00,9.00,3.56,0.86,,0.56,0.56,0.64,0.00,0.56,4.00,0.76,9.00
hazy,2.00,1.67,0.49,2.00,1.00,2.00,12.00,1.67,-1.04,,-0.33,0.33,0.75,0.33,0.00,2.00,0.42,12.00
aftershave,2.00,2.30,0.48,2.00,2.00,3.00,10.00,2.15,-0.56,,0.15,0.15,0.87,0.00,0.15,2.00,0.61,10.00
crasher,2.00,2.27,0.65,2.00,2.00,4.00,11.00,2.12,-0.59,,0.12,0.12,0.89,0.00,0.12,2.00,0.11,11.00
eightieth,3.00,2.50,0.52,2.50,2.00,3.00,12.00,2.42,-0.29,,-0.58,0.58,0.63,0.58,0.00,2.00,0.44,12.00
greatly,2.00,2.00,0.00,2.00,2.00,2.00,9.00,1.98,-0.72,,-0.02,0.02,0.98,0.02,0.00,2.00,,9.00
gunner,2.00,2.00,0.00,2.00,2.00,2.00,13.00,1.95,-0.75,,-0.05,0.05,0.95,0.05,0.00,2.00,,13.00
multicolor,2.00,2.00,0.00,2.00,2.00,2.00,11.00,2.03,-0.68,,0.03,0.03,0.97,0.00,0.03,2.00,,11.00
operational,4.00,2.80,0.79,3.00,2.00,4.00,10.00,2.76,0.06,,-1.24,1.24,0.45,1.24,0.00,3.00,0.72,10.00
retrial,3.00,2.27,0.47,2.00,2.00,3.00,11.00,2.36,-0.34,,-0.64,0.64,0.61,0.64,0.00,2.00,0.17,11.00
shallowly,2.00,2.36,0.50,2.00,2.00,3.00,11.00,2.33,-0.38,,0.33,0.33,0.75,0.00,0.33,2.00,0.80,11.00
smokiest,3.00,2.58,0.51,3.00,2.00,3.00,12.00,2.51,-0.19,,-0.49,0.49,0.67,0.49,0.00,3.00,0.38,12.00
tangibly,2.00,2.50,0.53,2.50,2.00,3.00,10.00,2.38,-0.32,,0.38,0.38,0.72,0.00,0.38,2.00,0.45,10.00
television,3.00,2.69,0.85,3.00,1.00,4.00,13.00,2.66,-0.05,,-0.34,0.34,0.75,0.34,0.00,3.00,0.87,13.00
tractors,3.00,2.75,0.45,3.00,2.00,3.00,12.00,2.69,-0.01,,-0.31,0.31,0.77,0.31,0.00,3.00,0.42,12.00
tribal,2.00,1.73,0.47,2.00,1.00,2.00,11.00,1.86,-0.85,,-0.14,0.14,0.88,0.14,0.00,2.00,0.60,11.00
worshipful,2.00,2.58,0.51,3.00,2.00,3.00,12.00,2.51,-0.19,,0.51,0.51,0.66,0.00,0.51,3.00,0.67,12.00
beholden,2.00,2.92,0.29,3.00,2.00,3.00,12.00,2.84,0.13,,0.84,0.84,0.54,0.00,0.84,3.00,0.43,12.00
generalizable,3.00,3.27,0.47,3.00,3.00,4.00,11.00,3.30,0.60,,0.30,0.30,0.77,0.00,0.30,3.00,0.66,11.00
informal,2.00,2.64,0.50,3.00,2.00,3.00,11.00,2.66,-0.05,,0.66,0.66,0.60,0.00,0.66,3.00,0.69,11.00
miraculously,3.00,3.42,0.90,3.00,2.00,5.00,12.00,3.26,0.56,,0.26,0.26,0.79,0.00,0.26,3.00,0.73,12.00
miscalculation,4.00,3.55,0.69,3.00,3.00,5.00,11.00,3.38,0.68,,-0.62,0.62,0.62,0.62,0.00,3.00,0.78,11.00
nonprofit,2.00,2.64,0.50,3.00,2.00,3.00,11.00,2.44,-0.27,,0.44,0.44,0.70,0.00,0.44,2.00,0.35,11.00
outlasted,3.00,2.80,0.42,3.00,2.00,3.00,10.00,2.88,0.17,,-0.12,0.12,0.89,0.12,0.00,3.00,0.70,10.00
outplaying,3.00,3.00,0.00,3.00,3.00,3.00,11.00,2.87,0.16,,-0.13,0.13,0.88,0.13,0.00,3.00,,11.00
outsmarting,3.00,2.83,0.39,3.00,2.00,3.00,12.00,2.77,0.06,,-0.23,0.23,0.81,0.23,0.00,3.00,0.41,12.00
polishers,3.00,3.25,0.75,3.00,2.00,4.00,12.00,3.07,0.37,,0.07,0.07,0.93,0.00,0.07,3.00,0.91,12.00
pretension,2.00,2.69,0.48,3.00,2.00,3.00,13.00,2.61,-0.09,,0.61,0.61,0.62,0.00,0.61,3.00,0.66,13.00
prosperity,2.00,2.60,0.97,2.50,1.00,4.00,10.00,2.65,-0.05,,0.65,0.65,0.61,0.00,0.65,3.00,0.65,10.00
reflector,3.00,2.73,0.47,3.00,2.00,3.00,11.00,2.60,-0.11,,-0.40,0.40,0.71,0.40,0.00,3.00,0.38,11.00
rightwards,3.00,3.00,0.43,3.00,2.00,4.00,12.00,2.90,0.19,,-0.10,0.10,0.91,0.10,0.00,3.00,0.32,12.00
ripening,3.00,2.55,0.52,3.00,2.00,3.00,11.00,2.65,-0.05,,-0.35,0.35,0.74,0.35,0.00,3.00,0.83,11.00
slenderness,2.00,2.63,0.92,3.00,1.00,4.00,8.00,2.61,-0.09,,0.61,0.61,0.62,0.00,0.61,3.00,0.86,8.00
undermining,3.00,3.17,0.39,3.00,3.00,4.00,12.00,3.00,0.29,,0.00,0.00,1.00,0.00,0.00,3.00,0.50,12.00
experientially,4.00,4.08,1.08,4.50,2.00,5.00,12.00,3.82,1.11,,-0.18,0.18,0.84,0.18,0.00,4.00,0.74,12.00
expressiveness,4.00,3.44,0.73,4.00,2.00,4.00,9.00,3.36,0.66,,-0.64,0.64,0.61,0.64,0.00,3.00,0.49,9.00
interceptions,4.00,3.80,0.63,4.00,3.00,5.00,10.00,3.60,0.89,,-0.40,0.40,0.71,0.40,0.00,4.00,0.89,10.00
uninjured,3.00,3.17,0.72,3.00,2.00,4.00,12.00,3.14,0.44,,0.14,0.14,0.88,0.00,0.14,3.00,0.84,12.00
brilliant,2.00,1.67,0.50,2.00,1.00,2.00,9.00,1.77,-0.93,,-0.23,0.23,0.82,0.23,0.00,2.00,0.57,9.00
deflects,3.00,2.64,0.50,3.00,2.00,3.00,11.00,2.63,-0.08,,-0.37,0.37,0.73,0.37,0.00,3.00,0.18,11.00
disown,2.00,2.00,0.00,2.00,2.00,2.00,9.00,1.93,-0.78,,-0.07,0.07,0.93,0.07,0.00,2.00,,9.00
dreadful,2.00,2.00,0.00,2.00,2.00,2.00,10.00,2.10,-0.60,,0.10,0.10,0.91,0.00,0.10,2.00,,10.00
elitists,3.00,2.44,0.53,2.00,2.00,3.00,9.00,2.45,-0.25,,-0.55,0.55,0.65,0.55,0.00,2.00,0.18,9.00
engraving,3.00,2.80,0.42,3.00,2.00,3.00,10.00,2.78,0.07,,-0.22,0.22,0.82,0.22,0.00,3.00,0.17,10.00
fizzier,3.00,2.10,0.57,2.00,1.00,3.00,10.00,2.16,-0.55,,-0.84,0.84,0.54,0.84,0.00,2.00,0.35,10.00
goatees,3.00,2.22,0.44,2.00,2.00,3.00,9.00,2.36,-0.35,,-0.64,0.64,0.61,0.64,0.00,2.00,0.23,9.00
irrigation,3.00,2.60,0.84,3.00,1.00,4.00,10.00,2.51,-0.19,,-0.49,0.49,0.67,0.49,0.00,3.00,0.79,10.00
lockers,3.00,2.29,0.49,2.00,2.00,3.00,7.00,2.16,-0.55,,-0.84,0.84,0.54,0.84,0.00,2.00,0.01,7.00
lounger,2.00,2.13,0.35,2.00,2.00,3.00,8.00,2.07,-0.64,,0.07,0.07,0.94,0.00,0.07,2.00,0.81,8.00
painful,2.00,2.00,0.00,2.00,2.00,2.00,9.00,1.92,-0.79,,-0.08,0.08,0.92,0.08,0.00,2.00,,9.00
primary,2.00,2.00,0.50,2.00,1.00,3.00,9.00,1.96,-0.75,,-0.04,0.04,0.96,0.04,0.00,2.00,0.68,9.00
scenic,2.00,1.73,0.47,2.00,1.00,2.00,11.00,1.79,-0.92,,-0.21,0.21,0.83,0.21,0.00,2.00,0.57,11.00
shaken,2.00,1.70,0.48,2.00,1.00,2.00,10.00,1.78,-0.92,,-0.22,0.22,0.82,0.22,0.00,2.00,0.58,10.00
smilingly,3.00,2.70,0.48,3.00,2.00,3.00,10.00,2.65,-0.06,,-0.35,0.35,0.74,0.35,0.00,3.00,0.39,10.00
specially,2.00,2.30,0.48,2.00,2.00,3.00,10.00,2.26,-0.45,,0.26,0.26,0.80,0.00,0.26,2.00,0.80,10.00
springier,3.00,2.56,0.53,3.00,2.00,3.00,9.00,2.36,-0.35,,-0.64,0.64,0.61,0.64,0.00,2.00,0.65,9.00
townships,3.00,2.64,0.50,3.00,2.00,3.00,11.00,2.52,-0.18,,-0.48,0.48,0.68,0.48,0.00,3.00,0.16,11.00
aesthetically,4.00,3.00,1.15,3.00,1.00,5.00,10.00,2.92,0.22,,-1.08,1.08,0.48,1.08,0.00,3.00,0.76,10.00
chemical,2.00,2.00,0.63,2.00,1.00,3.00,11.00,2.05,-0.66,,0.05,0.05,0.96,0.00,0.05,2.00,0.11,11.00
dishearten,3.00,2.64,0.81,3.00,1.00,3.00,11.00,2.65,-0.06,,-0.35,0.35,0.74,0.35,0.00,3.00,0.27,11.00
extermination,4.00,3.08,0.67,3.00,2.00,5.00,12.00,3.10,0.40,,-0.90,0.90,0.53,0.90,0.00,3.00,0.77,12.00
forbidden,2.00,2.60,0.52,3.00,2.00,3.00,10.00,2.67,-0.03,,0.67,0.67,0.60,0.00,0.67,3.00,0.73,10.00
hibernation,2.00,2.45,0.52,2.00,2.00,3.00,11.00,2.49,-0.21,,0.49,0.49,0.67,0.00,0.49,2.00,0.79,11.00
inversions,4.00,3.10,0.32,3.00,3.00,4.00,10.00,3.08,0.37,,-0.92,0.92,0.52,0.92,0.00,3.00,0.85,10.00
materialist,2.00,2.20,0.42,2.00,2.00,3.00,10.00,2.36,-0.35,,0.36,0.36,0.74,0.00,0.36,2.00,0.36,10.00
offensive,2.00,2.30,0.48,2.00,2.00,3.00,10.00,2.34,-0.37,,0.34,0.34,0.75,0.00,0.34,2.00,0.04,10.00
origination,3.00,2.73,1.01,3.00,1.00,4.00,11.00,2.66,-0.04,,-0.34,0.34,0.75,0.34,0.00,3.00,0.69,11.00
preserver,3.00,2.78,0.44,3.00,2.00,3.00,9.00,2.73,0.03,,-0.27,0.27,0.79,0.27,0.00,3.00,0.70,9.00
reenacted,4.00,2.90,0.74,3.00,2.00,4.00,10.00,2.88,0.17,,-1.12,1.12,0.47,1.12,0.00,3.00,0.71,10.00
refusals,4.00,2.90,0.32,3.00,2.00,3.00,10.00,2.87,0.16,,-1.13,1.13,0.47,1.13,0.00,3.00,0.22,10.00
resultants,3.00,3.18,0.40,3.00,3.00,4.00,11.00,3.15,0.45,,0.15,0.15,0.87,0.00,0.15,3.00,-0.08,11.00
retakes,3.00,2.67,0.50,3.00,2.00,3.00,9.00,2.70,-0.01,,-0.30,0.30,0.77,0.30,0.00,3.00,0.15,9.00
spoilers,3.00,2.40,0.52,2.00,2.00,3.00,10.00,2.33,-0.38,,-0.67,0.67,0.60,0.67,0.00,2.00,0.56,10.00
staggeringly,3.00,3.60,0.52,4.00,3.00,4.00,10.00,3.29,0.58,,0.29,0.29,0.78,0.00,0.29,3.00,0.66,10.00
stationers,4.00,3.13,0.35,3.00,3.00,4.00,8.00,2.98,0.28,,-1.02,1.02,0.50,1.02,0.00,3.00,0.66,8.00
subcontracts,3.00,3.50,0.53,3.50,3.00,4.00,10.00,3.36,0.65,,0.36,0.36,0.74,0.00,0.36,3.00,0.79,10.00
suppressor,3.00,2.75,0.46,3.00,2.00,3.00,8.00,2.63,-0.08,,-0.37,0.37,0.73,0.37,0.00,3.00,0.69,8.00
thrillingly,3.00,2.75,0.75,3.00,1.00,4.00,12.00,2.78,0.08,,-0.22,0.22,0.82,0.22,0.00,3.00,0.68,12.00
transexual,2.00,2.55,0.52,3.00,2.00,3.00,11.00,2.63,-0.08,,0.63,0.63,0.61,0.00,0.63,3.00,0.64,11.00
arbitrations,4.00,3.30,1.06,3.00,1.00,5.00,10.00,3.30,0.59,,-0.70,0.70,0.59,0.70,0.00,3.00,0.69,10.00
bountifully,3.00,3.18,0.60,3.00,2.00,4.00,11.00,3.14,0.44,,0.14,0.14,0.87,0.00,0.14,3.00,0.62,11.00
catchments,3.00,3.00,0.50,3.00,2.00,4.00,9.00,2.89,0.19,,-0.11,0.11,0.90,0.11,0.00,3.00,0.44,9.00
circumcise,2.00,2.67,0.71,3.00,2.00,4.00,9.00,2.51,-0.20,,0.51,0.51,0.66,0.00,0.51,3.00,0.62,9.00
disarranged,3.00,3.00,0.43,3.00,2.00,4.00,12.00,3.08,0.38,,0.08,0.08,0.92,0.00,0.08,3.00,0.34,12.00
disassemble,3.00,2.90,0.88,3.00,2.00,4.00,10.00,2.82,0.11,,-0.18,0.18,0.85,0.18,0.00,3.00,0.70,10.00
disconnecting,3.00,3.56,0.53,4.00,3.00,4.00,9.00,3.36,0.66,,0.36,0.36,0.73,0.00,0.36,3.00,0.88,9.00
fragmentations,3.00,3.78,0.67,4.00,3.00,5.00,9.00,3.70,0.99,,0.70,0.70,0.59,0.00,0.70,4.00,0.41,9.00
immunized,3.00,3.00,0.77,3.00,2.00,4.00,11.00,2.97,0.26,,-0.03,0.03,0.97,0.03,0.00,3.00,0.71,11.00
influentially,5.00,3.60,0.97,4.00,2.00,5.00,10.00,3.43,0.72,,-1.57,1.57,0.39,1.57,0.00,3.00,0.66,10.00
magnetize,2.00,2.40,0.84,2.00,1.00,4.00,10.00,2.46,-0.25,,0.46,0.46,0.69,0.00,0.46,2.00,0.68,10.00
preventively,3.00,3.64,0.50,4.00,3.00,4.00,11.00,3.46,0.75,,0.46,0.46,0.69,0.00,0.46,3.00,0.67,11.00
traditionalism,3.00,3.22,0.97,3.00,2.00,5.00,9.00,3.12,0.42,,0.12,0.12,0.89,0.00,0.12,3.00,0.84,9.00
unpretentiously,4.00,4.27,0.65,4.00,3.00,5.00,11.00,4.12,1.41,,0.12,0.12,0.89,0.00,0.12,4.00,0.79,11.00
bluntly,2.00,2.00,0.00,2.00,2.00,2.00,9.00,2.07,-0.63,,0.07,0.07,0.93,0.00,0.07,2.00,,9.00
busiest,2.00,2.18,0.40,2.00,2.00,3.00,11.00,2.15,-0.55,,0.15,0.15,0.87,0.00,0.15,2.00,0.83,11.00
decorative,3.00,3.11,0.78,3.00,2.00,4.00,9.00,2.92,0.21,,-0.08,0.08,0.93,0.08,0.00,3.00,0.92,9.00
expenditures,4.00,3.00,1.00,3.00,2.00,5.00,11.00,3.11,0.41,,-0.89,0.89,0.53,0.89,0.00,3.00,0.75,11.00
factorizing,4.00,2.92,0.67,3.00,2.00,4.00,12.00,2.85,0.14,,-1.15,1.15,0.46,1.15,0.00,3.00,0.69,12.00
hairy,2.00,1.78,0.44,2.00,1.00,2.00,9.00,1.86,-0.85,,-0.14,0.14,0.87,0.14,0.00,2.00,-0.09,9.00
huskies,3.00,2.00,0.47,2.00,1.00,3.00,10.00,2.10,-0.60,,-0.90,0.90,0.53,0.90,0.00,2.00,0.38,10.00
intruding,3.00,2.36,0.67,2.00,1.00,3.00,11.00,2.66,-0.05,,-0.34,0.34,0.74,0.34,0.00,3.00,0.70,11.00
kilogram,2.00,2.09,0.30,2.00,2.00,3.00,11.00,2.19,-0.51,,0.19,0.19,0.84,0.00,0.19,2.00,0.75,11.00
nearer,2.00,2.00,0.00,2.00,2.00,2.00,9.00,2.13,-0.58,,0.13,0.13,0.89,0.00,0.13,2.00,,9.00
overlay,2.00,2.20,0.42,2.00,2.00,3.00,10.00,2.14,-0.57,,0.14,0.14,0.88,0.00,0.14,2.00,0.77,10.00
retained,3.00,2.43,0.53,2.00,2.00,3.00,7.00,2.52,-0.18,,-0.48,0.48,0.68,0.48,0.00,3.00,0.87,7.00
scanners,3.00,2.64,0.67,3.00,1.00,3.00,11.00,2.76,0.05,,-0.24,0.24,0.81,0.24,0.00,3.00,0.70,11.00
skillfulness,3.00,3.00,0.50,3.00,2.00,4.00,9.00,2.94,0.24,,-0.06,0.06,0.94,0.06,0.00,3.00,0.62,9.00
snugly,2.00,1.80,0.42,2.00,1.00,2.00,10.00,1.86,-0.84,,-0.14,0.14,0.88,0.14,0.00,2.00,0.53,10.00
straighter,2.00,2.09,0.30,2.00,2.00,3.00,11.00,2.24,-0.46,,0.24,0.24,0.80,0.00,0.24,2.00,0.70,11.00
swatters,3.00,2.33,0.78,2.50,1.00,3.00,12.00,2.37,-0.34,,-0.63,0.63,0.61,0.63,0.00,2.00,0.78,12.00
villainous,2.00,2.50,0.53,2.50,2.00,3.00,10.00,2.52,-0.18,,0.52,0.52,0.66,0.00,0.52,3.00,0.66,10.00
agitations,3.00,2.40,1.07,3.00,1.00,4.00,10.00,2.75,0.05,,-0.25,0.25,0.80,0.25,0.00,3.00,0.91,10.00
atomizers,4.00,3.27,0.79,3.00,2.00,4.00,11.00,3.24,0.53,,-0.76,0.76,0.57,0.76,0.00,3.00,0.32,11.00
complainant,2.00,2.60,0.52,3.00,2.00,3.00,10.00,2.70,0.00,,0.70,0.70,0.59,0.00,0.70,3.00,0.35,10.00
conscientious,3.00,2.89,0.78,3.00,2.00,4.00,9.00,2.93,0.22,,-0.07,0.07,0.93,0.07,0.00,3.00,0.90,9.00
deserters,4.00,3.00,0.45,3.00,2.00,4.00,11.00,2.94,0.24,,-1.06,1.06,0.49,1.06,0.00,3.00,0.45,11.00
gainers,3.00,2.36,0.67,2.00,1.00,3.00,11.00,2.57,-0.14,,-0.43,0.43,0.70,0.43,0.00,3.00,0.63,11.00
instructively,4.00,3.44,0.73,4.00,2.00,4.00,9.00,3.35,0.64,,-0.65,0.65,0.60,0.65,0.00,3.00,0.38,9.00
outmaneuvered,3.00,2.70,0.48,3.00,2.00,3.00,10.00,3.00,0.30,,0.00,0.00,1.00,0.00,0.00,3.00,0.45,10.00
politicized,3.00,2.56,1.01,2.00,2.00,5.00,9.00,2.72,0.02,,-0.28,0.28,0.78,0.28,0.00,3.00,0.67,9.00
predicament,2.00,3.11,0.60,3.00,2.00,4.00,9.00,3.01,0.30,,1.01,1.01,0.50,0.00,1.01,3.00,0.56,9.00
reeducation,4.00,3.40,0.84,3.00,3.00,5.00,10.00,3.37,0.66,,-0.63,0.63,0.61,0.63,0.00,3.00,0.83,10.00
unacknowledged,5.00,3.50,1.18,3.50,1.00,5.00,10.00,3.37,0.66,,-1.63,1.63,0.38,1.63,0.00,3.00,0.46,10.00
upending,3.00,2.56,0.73,3.00,1.00,3.00,9.00,2.78,0.08,,-0.22,0.22,0.82,0.22,0.00,3.00,0.85,9.00
unadulterated,4.00,4.60,0.97,4.00,4.00,7.00,10.00,4.33,1.62,,0.33,0.33,0.75,0.00,0.33,4.00,0.50,10.00
brainless,2.00,2.09,0.30,2.00,2.00,3.00,11.00,1.98,-0.72,,-0.02,0.02,0.98,0.02,0.00,2.00,0.17,11.00
broken,2.00,1.83,0.39,2.00,1.00,2.00,12.00,1.98,-0.73,,-0.02,0.02,0.98,0.02,0.00,2.00,0.56,12.00
doer,2.00,2.00,0.00,2.00,2.00,2.00,10.00,2.10,-0.60,,0.10,0.10,0.91,0.00,0.10,2.00,,10.00
equate,2.00,1.30,0.48,1.00,1.00,2.00,10.00,1.35,-1.36,,-0.65,0.65,0.61,0.65,0.00,1.00,0.63,10.00
frighten,2.00,2.00,0.00,2.00,2.00,2.00,9.00,1.99,-0.71,,-0.01,0.01,0.99,0.01,0.00,2.00,,9.00
globally,3.00,2.50,0.53,2.50,2.00,3.00,10.00,2.41,-0.29,,-0.59,0.59,0.63,0.59,0.00,2.00,0.63,10.00
linkage,2.00,2.00,0.00,2.00,2.00,2.00,9.00,2.15,-0.56,,0.15,0.15,0.87,0.00,0.15,2.00,,9.00
overhang,2.00,2.10,0.32,2.00,2.00,3.00,10.00,1.97,-0.73,,-0.03,0.03,0.98,0.03,0.00,2.00,0.52,10.00
pliable,2.00,1.92,0.51,2.00,1.00,3.00,12.00,2.01,-0.70,,0.01,0.01,0.99,0.00,0.01,2.00,0.54,12.00
puffy,2.00,1.89,0.33,2.00,1.00,2.00,9.00,1.97,-0.73,,-0.03,0.03,0.97,0.03,0.00,2.00,0.40,9.00
accusingly,3.00,2.82,0.60,3.00,2.00,4.00,11.00,2.76,0.05,,-0.24,0.24,0.80,0.24,0.00,3.00,0.79,11.00
awaking,3.00,2.40,0.70,2.00,2.00,4.00,10.00,2.45,-0.26,,-0.55,0.55,0.64,0.55,0.00,2.00,0.29,10.00
crappiest,3.00,2.55,0.69,3.00,1.00,3.00,11.00,2.50,-0.21,,-0.50,0.50,0.66,0.50,0.00,2.00,0.51,11.00
hardening,3.00,2.78,0.67,3.00,1.00,3.00,9.00,2.87,0.16,,-0.13,0.13,0.88,0.13,0.00,3.00,0.80,9.00
humanizing,3.00,3.00,0.50,3.00,2.00,4.00,9.00,3.03,0.33,,0.03,0.03,0.97,0.00,0.03,3.00,0.52,9.00
increased,3.00,2.73,0.47,3.00,2.00,3.00,11.00,2.70,0.00,,-0.30,0.30,0.77,0.30,0.00,3.00,0.58,11.00
perceived,3.00,2.73,0.47,3.00,2.00,3.00,11.00,2.69,-0.01,,-0.31,0.31,0.76,0.31,0.00,3.00,0.58,11.00
reddened,3.00,3.10,0.32,3.00,3.00,4.00,10.00,2.96,0.26,,-0.04,0.04,0.96,0.04,0.00,3.00,-0.06,10.00
speakers,3.00,2.56,0.53,3.00,2.00,3.00,9.00,2.64,-0.06,,-0.36,0.36,0.74,0.36,0.00,3.00,0.43,9.00
symmetrical,4.00,2.45,0.93,3.00,1.00,4.00,11.00,2.61,-0.09,,-1.39,1.39,0.42,1.39,0.00,3.00,0.50,11.00
tranquilly,2.00,2.55,0.69,2.00,2.00,4.00,11.00,2.48,-0.23,,0.48,0.48,0.68,0.00,0.48,2.00,0.93,11.00
acceptably,4.00,2.71,0.76,3.00,2.00,4.00,7.00,2.80,0.10,,-1.20,1.20,0.45,1.20,0.00,3.00,0.44,7.00
constellation,4.00,2.60,1.17,2.50,1.00,4.00,10.00,2.79,0.09,,-1.21,1.21,0.45,1.21,0.00,3.00,0.41,10.00
desensitizes,4.00,3.89,0.78,4.00,3.00,5.00,9.00,3.66,0.96,,-0.34,0.34,0.75,0.34,0.00,4.00,0.73,9.00
preconception,4.00,3.50,0.76,3.00,3.00,5.00,8.00,3.40,0.69,,-0.60,0.60,0.62,0.60,0.00,3.00,0.72,8.00
regularised,4.00,3.50,0.76,4.00,2.00,4.00,8.00,3.25,0.55,,-0.75,0.75,0.57,0.75,0.00,3.00,0.91,8.00
reuniting,4.00,3.33,0.49,3.00,3.00,4.00,12.00,3.16,0.45,,-0.84,0.84,0.54,0.84,0.00,3.00,0.63,12.00
